strain,date,region_original,country_original,division,Ns
hCoV-19/Belgium/AZDelta-06857-2134R/2021,2021-08-27,Europe,Belgium,Tielt,358
hCoV-19/Belgium/AZDelta-15368-2133R/2021,2021-08-27,Europe,Belgium,Tielt,105
hCoV-19/Denmark/DCGC-163362/2021,2021-08-27,Europe,Denmark,Hovedstaden,11
hCoV-19/Denmark/DCGC-163761/2021,2021-08-27,Europe,Denmark,Hovedstaden,0
hCoV-19/Denmark/DCGC-164043/2021,2021-08-27,Europe,Denmark,Hovedstaden,5
hCoV-19/Denmark/DCGC-164045/2021,2021-08-27,Europe,Denmark,Hovedstaden,0
hCoV-19/Italy/PIE-15860200/2021,2021-08-27,Europe,Italy,Piedmont,26
hCoV-19/Belgium/AZKLINA121-213802/2021,2021-08-27,Europe,Belgium,Antwerpen,86
hCoV-19/Denmark/DCGC-165932/2021,2021-08-27,Europe,Denmark,Nordjylland,0
hCoV-19/USA/MA-CDCBI-CRSP_KDOFKHNTGR3ERDFO/2021,2021-08-27,North America,USA,Massachusetts,257
hCoV-19/USA/UT-UPHL-210902375670/2021,2021-08-27,North America,USA,Utah,0
hCoV-19/Netherlands/GR-UMCG-MMB_2703/2021,2021-08-27,Europe,Netherlands,Groningen,0
hCoV-19/Spain/CT-HUB01909/2021,2021-08-27,Europe,Spain,Catalunya,0
hCoV-19/Belgium/ULG-18880/2021,2021-08-27,Europe,Belgium,Liège,886
hCoV-19/Belgium/UZA-UA-CV2213610930/2021,2021-08-27,Europe,Belgium,Antwerpen,0
hCoV-19/Belgium/UZA-UA-CV2212640223/2021,2021-08-27,Europe,Belgium,Antwerpen,0
hCoV-19/Belgium/UZA-UA-CV1008771506/2021,2021-08-27,Europe,Belgium,Antwerpen,0
hCoV-19/Belgium/UZA-UA-CV1008882650/2021,2021-08-27,Europe,Belgium,Antwerpen,0
hCoV-19/Belgium/UZA-UA-CV1007697331/2021,2021-08-27,Europe,Belgium,Antwerpen,159
hCoV-19/Belgium/UZA-UA-CV2212082774/2021,2021-08-27,Europe,Belgium,Antwerpen,672
hCoV-19/Belgium/UZA-UA-CV1008816164/2021,2021-08-27,Europe,Belgium,,1175
hCoV-19/Germany/NW-RKI-I-216632/2021,2021-08-27,Europe,Germany,North Rhine Westphalia,37
hCoV-19/Germany/NW-RKI-I-216757/2021,2021-08-27,Europe,Germany,North Rhine Westphalia,0
hCoV-19/Germany/NW-RKI-I-217900/2021,2021-08-27,Europe,Germany,North Rhine Westphalia,12
hCoV-19/Germany/NW-RKI-I-218641/2021,2021-08-27,Europe,Germany,North Rhine Westphalia,15
hCoV-19/Germany/NW-RKI-I-218662/2021,2021-08-27,Europe,Germany,North Rhine Westphalia,15
hCoV-19/Germany/NW-RKI-I-219970/2021,2021-08-27,Europe,Germany,North Rhine Westphalia,0
hCoV-19/Germany/SN-RKI-I-222699/2021,2021-08-27,Europe,Germany,Saxony,5
hCoV-19/Germany/BW-RKI-I-223031/2021,2021-08-27,Europe,Germany,Baden-Wuerttemberg,0
hCoV-19/Germany/BW-RKI-I-223119/2021,2021-08-27,Europe,Germany,Baden-Wuerttemberg,0
hCoV-19/Germany/NW-RKI-I-223276/2021,2021-08-27,Europe,Germany,North Rhine Westphalia,194
hCoV-19/Germany/BW-RKI-I-224910/2021,2021-08-27,Europe,Germany,Baden-Wuerttemberg,0
hCoV-19/Denmark/DCGC-165316/2021,2021-08-28,Europe,Denmark,Midtjylland,270
hCoV-19/Denmark/DCGC-165458/2021,2021-08-28,Europe,Denmark,Hovedstaden,34
hCoV-19/Denmark/DCGC-165469/2021,2021-08-28,Europe,Denmark,Midtjylland,21
hCoV-19/Denmark/DCGC-165695/2021,2021-08-28,Europe,Denmark,Hovedstaden,0
hCoV-19/Denmark/DCGC-165732/2021,2021-08-28,Europe,Denmark,Midtjylland,10
hCoV-19/Denmark/DCGC-165776/2021,2021-08-28,Europe,Denmark,Syddanmark,0
hCoV-19/Denmark/DCGC-165882/2021,2021-08-28,Europe,Denmark,Hovedstaden,303
hCoV-19/Denmark/DCGC-165915/2021,2021-08-28,Europe,Denmark,Hovedstaden,1116
hCoV-19/Denmark/DCGC-166003/2021,2021-08-28,Europe,Denmark,Hovedstaden,0
hCoV-19/Denmark/DCGC-166058/2021,2021-08-28,Europe,Denmark,Midtjylland,0
hCoV-19/Denmark/DCGC-166203/2021,2021-08-28,Europe,Denmark,Hovedstaden,1000
hCoV-19/USA/MA-CDCBI-CRSP_DHMK4RUJFGKLYMZF/2021,2021-08-28,North America,USA,Massachusetts,0
hCoV-19/Denmark/DCGC-166421/2021,2021-08-28,Europe,Denmark,Hovedstaden,158
hCoV-19/Denmark/DCGC-166489/2021,2021-08-28,Europe,Denmark,Hovedstaden,549
hCoV-19/Denmark/DCGC-166663/2021,2021-08-28,Europe,Denmark,Hovedstaden,563
hCoV-19/Gibraltar/EXP_29082021-1459908-73/2021,2021-08-28,Europe,United Kingdom,Gibraltar,0
hCoV-19/Spain/CT-HUVH-E15510/2021,2021-08-28,Europe,Spain,Catalunya,668
hCoV-19/Spain/CT-HUVH-E15570/2021,2021-08-28,Europe,Spain,Catalunya,764
hCoV-19/Belgium/CHUNamur13577377/2021,2021-08-28,Europe,Belgium,Brussels,866
hCoV-19/Belgium/UZA-UA-CV2212105915/2021,2021-08-28,Europe,Belgium,Antwerpen,0
hCoV-19/Belgium/UZA-UA-CV2125723169/2021,2021-08-28,Europe,Belgium,Antwerpen,0
hCoV-19/Belgium/UZA-UA-CV1012958872/2021,2021-08-28,Europe,Belgium,Antwerpen,174
hCoV-19/Belgium/UZA-UA-CV2064231637/2021,2021-08-28,Europe,Belgium,Antwerpen,2
hCoV-19/Belgium/UZA-UA-CV2254206238/2021,2021-08-28,Europe,Belgium,Antwerpen,527
hCoV-19/USA/UT-UPHL-210904085823/2021,2021-08-28,North America,USA,Utah,1
hCoV-19/Austria/KILM1678/2021,2021-08-28,Europe,Austria,Vienna,2185
hCoV-19/Denmark/DCGC-164628/2021,2021-08-29,Europe,Denmark,Hovedstaden,496
hCoV-19/Denmark/DCGC-164746/2021,2021-08-29,Europe,Denmark,Hovedstaden,289
hCoV-19/Denmark/DCGC-164845/2021,2021-08-29,Europe,Denmark,Hovedstaden,0
hCoV-19/Denmark/DCGC-164889/2021,2021-08-29,Europe,Denmark,Sjaelland,0
hCoV-19/Denmark/DCGC-164896/2021,2021-08-29,Europe,Denmark,Hovedstaden,0
hCoV-19/Denmark/DCGC-165034/2021,2021-08-29,Europe,Denmark,Hovedstaden,0
hCoV-19/Denmark/DCGC-165072/2021,2021-08-29,Europe,Denmark,Hovedstaden,289
hCoV-19/Denmark/DCGC-165151/2021,2021-08-29,Europe,Denmark,Hovedstaden,476
hCoV-19/Netherlands/GR-UMCG-MMB_2705/2021,2021-08-29,Europe,Netherlands,Groningen,310
hCoV-19/USA/MA-CDCBI-CRSP_GQ3OX7Z5U27XQPM2/2021,2021-08-29,North America,USA,Massachusetts,17
hCoV-19/Denmark/DCGC-166803/2021,2021-08-29,Europe,Denmark,Midtjylland,0
hCoV-19/Denmark/DCGC-166972/2021,2021-08-29,Europe,Denmark,Midtjylland,0
hCoV-19/Spain/IB-HUSE-02023/2021,2021-08-29,Europe,Spain,Balear Islands,421
hCoV-19/Belgium/CHUNamur13577749/2021,2021-08-29,Europe,Belgium,,569
hCoV-19/Belgium/UZA-UA-CV1009474249/2021,2021-08-29,Europe,Belgium,Antwerpen,0
hCoV-19/Belgium/UZA-UA-CV2252651410/2021,2021-08-29,Europe,Belgium,Antwerpen,0
hCoV-19/Belgium/UZA-UA-CV2252671113/2021,2021-08-29,Europe,Belgium,Antwerpen,0
hCoV-19/Belgium/ULG-18955/2021,2021-08-29,Europe,Belgium,Liège,0
hCoV-19/Belgium/ULG-18958/2021,2021-08-29,Europe,Belgium,Brussels,0
hCoV-19/Denmark/DCGC-169248/2021,2021-08-29,Europe,Denmark,Hovedstaden,734
hCoV-19/Denmark/DCGC-169464/2021,2021-08-29,Europe,Denmark,Hovedstaden,42
hCoV-19/Belgium/ULG-19048/2021,2021-08-29,Europe,Belgium,,886
hCoV-19/Belgium/Jessa_11-2135-000855LKO/2021,2021-08-30,Europe,Belgium,Limburg BE,132
hCoV-19/Belgium/Jessa_11-2135-000471/2021,2021-08-30,Europe,Belgium,Limburg BE,173
hCoV-19/Belgium/Jessa_11-2135-000469/2021,2021-08-30,Europe,Belgium,Limburg BE,171
hCoV-19/Belgium/Jessa_11-2135-000838LKO/2021,2021-08-30,Europe,Belgium,Limburg BE,1026
hCoV-19/Belgium/Jessa_11-2135-001223ZOL/2021,2021-08-30,Europe,Belgium,Limburg BE,44
hCoV-19/Belgium/Jessa_11-2135-001227ZOL/2021,2021-08-30,Europe,Belgium,Limburg BE,469
hCoV-19/Belgium/Jessa_11-2135-001229ZOL/2021,2021-08-30,Europe,Belgium,Limburg BE,42
hCoV-19/Belgium/Jessa_11-2135-001216ZOL/2021,2021-08-30,Europe,Belgium,Limburg BE,132
hCoV-19/Denmark/DCGC-165220/2021,2021-08-30,Europe,Denmark,Hovedstaden,96
hCoV-19/Denmark/DCGC-165402/2021,2021-08-30,Europe,Denmark,Hovedstaden,15
hCoV-19/Denmark/DCGC-165606/2021,2021-08-30,Europe,Denmark,Sjaelland,0
hCoV-19/Denmark/DCGC-165725/2021,2021-08-30,Europe,Denmark,Hovedstaden,0
hCoV-19/Denmark/DCGC-165847/2021,2021-08-30,Europe,Denmark,Hovedstaden,563
hCoV-19/Denmark/DCGC-165877/2021,2021-08-30,Europe,Denmark,Hovedstaden,0
hCoV-19/Denmark/DCGC-166006/2021,2021-08-30,Europe,Denmark,Hovedstaden,289
hCoV-19/Denmark/DCGC-166227/2021,2021-08-30,Europe,Denmark,Sjaelland,246
hCoV-19/Italy/LOM-667604_20210830091500/2021,2021-08-30,Europe,Italy,Lombardy,0
hCoV-19/Belgium/ULG-18823/2021,2021-08-30,Europe,Belgium,Liège,0
hCoV-19/Belgium/ULG-18826/2021,2021-08-30,Europe,Belgium,Liège,0
hCoV-19/Belgium/Briant-12114784901/2021,2021-08-30,Europe,Belgium,Antwerpen,571
hCoV-19/Belgium/UZA-UA-CV2015073855/2021,2021-08-30,Europe,Belgium,Antwerpen,0
hCoV-19/Belgium/UZA-UA-CV2015065468/2021,2021-08-30,Europe,Belgium,Antwerpen,0
hCoV-19/Belgium/UZA-UA-CV2265681843/2021,2021-08-30,Europe,Belgium,Antwerpen,0
hCoV-19/Belgium/UZA-UA-CV2015057990/2021,2021-08-30,Europe,Belgium,Antwerpen,0
hCoV-19/Belgium/UZA-UA-CV2265709832/2021,2021-08-30,Europe,Belgium,Antwerpen,0
hCoV-19/Denmark/DCGC-168410/2021,2021-08-30,Europe,Denmark,Midtjylland,34
hCoV-19/England/ALDP-1D0F8EB/2021,2021-08-30,Europe,United Kingdom,England,0
hCoV-19/England/PLYM-1D1E4F4/2021,2021-08-30,Europe,United Kingdom,England,0
hCoV-19/Germany/BW-RKI-I-220912/2021,2021-08-30,Europe,Germany,Baden-Wuerttemberg,4
hCoV-19/Germany/BW-RKI-I-220915/2021,2021-08-30,Europe,Germany,Baden-Wuerttemberg,193
hCoV-19/Germany/HE-RKI-I-223153/2021,2021-08-30,Europe,Germany,Hesse,43
hCoV-19/England/NEWC-1D18D2C/2021,2021-08-30,Europe,United Kingdom,England,0
hCoV-19/England/MILK-1D1972D/2021,2021-08-30,Europe,United Kingdom,England,0
hCoV-19/Wales/ALDP-1D14036/2021,2021-08-30,Europe,United Kingdom,Wales,91
hCoV-19/Denmark/DCGC-169409/2021,2021-08-30,Europe,Denmark,Hovedstaden,289
hCoV-19/Belgium/UZA-UA-CV2015063347/2021,2021-08-30,Europe,Belgium,Antwerpen,0
hCoV-19/Belgium/UZA-UA-CV2015053748/2021,2021-08-30,Europe,Belgium,Antwerpen,0
hCoV-19/Belgium/UZA-UA-MI21350042/2021,2021-08-30,Europe,Netherlands,Zeeland,0
hCoV-19/Belgium/UZA-UA-1815417783/2021,2021-08-30,Europe,Belgium,Gent,0
hCoV-19/Belgium/UZA-UA-6806694095/2021,2021-08-30,Europe,Belgium,Turnhout,0
hCoV-19/Belgium/UZA-UA-CV1008838594/2021,2021-08-30,Europe,Belgium,Antwerpen,0
hCoV-19/Belgium/UZA-UA-CV1009692501/2021,2021-08-30,Europe,Belgium,Antwerpen,546
hCoV-19/Germany/NW-RKI-I-215165/2021,2021-08-31,Europe,Germany,North Rhine Westphalia,663
hCoV-19/Belgium/Jessa_11-2135-001850/2021,2021-08-31,Europe,Belgium,Limburg BE,132
hCoV-19/Denmark/DCGC-166386/2021,2021-08-31,Europe,Denmark,Hovedstaden,114
hCoV-19/Denmark/DCGC-166499/2021,2021-08-31,Europe,Denmark,Nordjylland,0
hCoV-19/Denmark/DCGC-166617/2021,2021-08-31,Europe,Denmark,Hovedstaden,0
hCoV-19/Denmark/DCGC-166771/2021,2021-08-31,Europe,Denmark,Hovedstaden,361
hCoV-19/Denmark/DCGC-166789/2021,2021-08-31,Europe,Denmark,Hovedstaden,304
hCoV-19/Denmark/DCGC-166938/2021,2021-08-31,Europe,Denmark,Hovedstaden,0
hCoV-19/Denmark/DCGC-167053/2021,2021-08-31,Europe,Denmark,Hovedstaden,289
hCoV-19/Denmark/DCGC-167091/2021,2021-08-31,Europe,Denmark,Hovedstaden,289
hCoV-19/Spain/CT-HUVH-EX15958/2021,2021-08-31,Europe,Spain,Catalunya,331
hCoV-19/Belgium/UZB_54820210901003/2021,2021-08-31,Europe,Belgium,Brussels,3
hCoV-19/Belgium/CHUNamur13580823/2021,2021-08-31,Europe,Belgium,Namur,0
hCoV-19/Denmark/DCGC-167183/2021,2021-08-31,Europe,Denmark,Hovedstaden,85
hCoV-19/Denmark/DCGC-167390/2021,2021-08-31,Europe,Denmark,Sjaelland,0
hCoV-19/Denmark/DCGC-167566/2021,2021-08-31,Europe,Denmark,Hovedstaden,0
hCoV-19/Denmark/DCGC-167670/2021,2021-08-31,Europe,Denmark,Hovedstaden,369
hCoV-19/Belgium/CHUNamur13581488/2021,2021-08-31,Europe,Belgium,Hainaut,866
hCoV-19/Belgium/CHUNamur13582509/2021,2021-08-31,Europe,Belgium,Liège,572
hCoV-19/Belgium/Jessa_55-2135-000170/2021,2021-08-31,Europe,Belgium,Limburg BE,0
hCoV-19/Germany/RP-RKI-I-223626/2021,2021-08-31,Europe,Germany,Rheinland-Pfalz,607
hCoV-19/Germany/NW-RKI-I-224083/2021,2021-08-31,Europe,Germany,North Rhine Westphalia,594
hCoV-19/Germany/NW-RKI-I-224136/2021,2021-08-31,Europe,Germany,North Rhine Westphalia,224
hCoV-19/Germany/NW-RKI-I-224215/2021,2021-08-31,Europe,Germany,North Rhine Westphalia,0
hCoV-19/Belgium/UZA-UA-CV2128930940/2021,2021-08-31,Europe,Belgium,Antwerpen,0
hCoV-19/Belgium/UZA-UA-CV2128926492/2021,2021-08-31,Europe,Belgium,Antwerpen,0
hCoV-19/Belgium/UZA-UA-CV2316613917/2021,2021-08-31,Europe,Belgium,Antwerpen,114
hCoV-19/Belgium/UZA-UA-CV2317882997/2021,2021-08-31,Europe,Belgium,Antwerpen,0
hCoV-19/Belgium/UZA-UA-CV2316637458/2021,2021-08-31,Europe,Belgium,Antwerpen,0
hCoV-19/Belgium/UZA-UA-CV2129684106/2021,2021-08-31,Europe,Belgium,Antwerpen,0
hCoV-19/Belgium/UZA-UA-4814452273/2021,2021-08-31,Europe,Belgium,Maaseik,0
hCoV-19/Denmark/DCGC-167166/2021,2021-09-01,Europe,Denmark,Sjaelland,0
hCoV-19/Denmark/DCGC-167209/2021,2021-09-01,Europe,Denmark,Hovedstaden,7
hCoV-19/Denmark/DCGC-167401/2021,2021-09-01,Europe,Denmark,Hovedstaden,0
hCoV-19/Denmark/DCGC-167402/2021,2021-09-01,Europe,Denmark,Hovedstaden,0
hCoV-19/Denmark/DCGC-167517/2021,2021-09-01,Europe,Denmark,Hovedstaden,0
hCoV-19/Denmark/DCGC-167524/2021,2021-09-01,Europe,Denmark,Hovedstaden,0
hCoV-19/Denmark/DCGC-167584/2021,2021-09-01,Europe,Denmark,Hovedstaden,0
hCoV-19/Denmark/DCGC-167648/2021,2021-09-01,Europe,Denmark,Hovedstaden,0
hCoV-19/Denmark/DCGC-167659/2021,2021-09-01,Europe,Denmark,Hovedstaden,0
hCoV-19/Denmark/DCGC-167794/2021,2021-09-01,Europe,Denmark,Hovedstaden,0
hCoV-19/Germany/RP-RKI-I-224394/2021,2021-09-01,Europe,Germany,Rheinland-Pfalz,182
hCoV-19/Germany/RP-RKI-I-224880/2021,2021-09-01,Europe,Germany,Rheinland-Pfalz,129
hCoV-19/Belgium/CHUNamur13584145/2021,2021-09-01,Europe,Belgium,Namur,850
hCoV-19/Belgium/UZA-UA-CV2128895473/2021,2021-09-01,Europe,Belgium,Antwerpen,0
hCoV-19/Belgium/UZA-UA-CV2312946509/2021,2021-09-01,Europe,Belgium,Antwerpen,0
hCoV-19/Belgium/UZA-UA-CV2059231891/2021,2021-09-01,Europe,Belgium,Antwerpen,0
hCoV-19/Belgium/AZDelta-03606-2135R/2021,2021-09-02,Europe,Belgium,Tielt,999
hCoV-19/Denmark/DCGC-167999/2021,2021-09-02,Europe,Denmark,Hovedstaden,274
hCoV-19/Denmark/DCGC-168214/2021,2021-09-02,Europe,Denmark,Hovedstaden,0
hCoV-19/Denmark/DCGC-168261/2021,2021-09-02,Europe,Denmark,Hovedstaden,0
hCoV-19/Denmark/DCGC-168270/2021,2021-09-02,Europe,Denmark,Hovedstaden,270
hCoV-19/Denmark/DCGC-168668/2021,2021-09-02,Europe,Denmark,Hovedstaden,0
hCoV-19/Denmark/DCGC-168704/2021,2021-09-02,Europe,Denmark,Hovedstaden,0
hCoV-19/Belgium/Jessa_11-2135-004604ZOL/2021,2021-09-02,Europe,Belgium,Limburg BE,675
hCoV-19/Belgium/Jessa_11-2135-004630ZOL/2021,2021-09-02,Europe,Belgium,Limburg BE,42
hCoV-19/Germany/RP-RKI-I-226009/2021,2021-09-02,Europe,Germany,Rheinland-Pfalz,11
hCoV-19/Germany/RP-RKI-I-226091/2021,2021-09-02,Europe,Germany,Rheinland-Pfalz,0
hCoV-19/Germany/RP-RKI-I-226275/2021,2021-09-02,Europe,Germany,Rheinland-Pfalz,70
hCoV-19/Germany/RP-RKI-I-226303/2021,2021-09-02,Europe,Germany,Rheinland-Pfalz,0
hCoV-19/Belgium/Jessa_11-2135-004651ZOL/2021,2021-09-02,Europe,Belgium,Limburg BE,0
hCoV-19/Belgium/Jessa_11-2135-004657ZOL/2021,2021-09-02,Europe,Belgium,Limburg BE,246
hCoV-19/Belgium/Jessa_11-2135-004660ZOL/2021,2021-09-02,Europe,Belgium,Limburg BE,0
hCoV-19/Belgium/Jessa_11-2135-004684ZOL/2021,2021-09-02,Europe,Belgium,Limburg BE,132
hCoV-19/Belgium/Jessa_11-2135-004693ZOL/2021,2021-09-02,Europe,Belgium,Limburg BE,42
hCoV-19/Belgium/Jessa_11-2135-004702LKO/2021,2021-09-02,Europe,Belgium,Limburg BE,153
hCoV-19/Denmark/DCGC-167962/2021,2021-09-03,Europe,Denmark,Hovedstaden,160
hCoV-19/Denmark/DCGC-168232/2021,2021-09-03,Europe,Denmark,Hovedstaden,280
hCoV-19/Denmark/DCGC-168235/2021,2021-09-03,Europe,Denmark,Hovedstaden,583
hCoV-19/Denmark/DCGC-168237/2021,2021-09-03,Europe,Denmark,Hovedstaden,0
hCoV-19/Denmark/DCGC-168477/2021,2021-09-03,Europe,Denmark,Hovedstaden,0
hCoV-19/Denmark/DCGC-168657/2021,2021-09-03,Europe,Denmark,Hovedstaden,132
hCoV-19/Germany/NW-RKI-I-226626/2021,2021-09-03,Europe,Germany,North Rhine Westphalia,0
hCoV-19/Denmark/DCGC-169440/2021,2021-09-03,Europe,Denmark,Hovedstaden,0
hCoV-19/Denmark/DCGC-169450/2021,2021-09-03,Europe,Denmark,Hovedstaden,0
hCoV-19/Denmark/DCGC-168860/2021,2021-09-04,Europe,Denmark,Hovedstaden,297
hCoV-19/Denmark/DCGC-169045/2021,2021-09-04,Europe,Denmark,Hovedstaden,0
hCoV-19/Denmark/DCGC-169241/2021,2021-09-04,Europe,Denmark,Hovedstaden,0
hCoV-19/Denmark/DCGC-169427/2021,2021-09-04,Europe,Denmark,Sjaelland,10
hCoV-19/Denmark/DCGC-169441/2021,2021-09-04,Europe,Denmark,Hovedstaden,274
hCoV-19/Denmark/DCGC-169487/2021,2021-09-04,Europe,Denmark,Hovedstaden,0
hCoV-19/Denmark/DCGC-169100/2021,2021-09-05,Europe,Denmark,Hovedstaden,289
hCoV-19/Denmark/DCGC-169260/2021,2021-09-05,Europe,Denmark,Hovedstaden,439
hCoV-19/Denmark/DCGC-169336/2021,2021-09-05,Europe,Denmark,Hovedstaden,0
hCoV-19/Denmark/DCGC-169704/2021,2021-09-05,Europe,Denmark,Hovedstaden,0
hCoV-19/Italy/EMR-C072-21-08/2021,2021-09-06,Europe,Italy,Emilia-Romagna,165
hCoV-19/Germany/NW-RKI-I-223421/2021,2021-09-07,Europe,Germany,North Rhine Westphalia,275
hCoV-19/Germany/NW-RKI-I-223458/2021,2021-09-07,Europe,Germany,North Rhine Westphalia,273
hCoV-19/Germany/NW-RKI-I-223560/2021,2021-09-07,Europe,Germany,North Rhine Westphalia,269
hCoV-19/England/PHEC-33FD0E/2021,,Europe,United Kingdom,England,781
hCoV-19/Canada/ON-PHL-21-26600/2021,,North America,Canada,Ontario,256
hCoV-19/France/IDF-CERBAHC-08124170/2021,,Europe,France,Ile de France,0
hCoV-19/France/IDF-CERBAHC-07121734/2021,,Europe,France,Ile de France,0
hCoV-19/France/PAC-CERBAHC-08239695/2021,,Europe,France,Provence-Alpes-Côte d'Azur,782
hCoV-19/France/NAQ-CERBAHC-0717581/2021,,Europe,France,Nouvelle-Aquitaine,13
hCoV-19/spain/MD-HULP-59989810/2021,,Europe,Spain,Madrid,0
hCoV-19/France/CVL-IPP20498/2021,,Europe,France,Centre-Val de Loire,0
hCoV-19/France/IDF-CERBAHC-08214452/2021,,Europe,France,Ile de France,0
hCoV-19/France/IDF-CERBAHC-08270382/2021,,Europe,France,Ile de France,0
hCoV-19/France/IDF-CERBAHC-08319962/2021,,Europe,France,Ile de France,0
hCoV-19/France/IDF-CERBAHC-08354223/2021,,Europe,France,Ile de France,0
hCoV-19/France/IDF-CERBAHC-08354232/2021,,Europe,France,Ile de France,0
hCoV-19/France/IDF-CERBAHC-08354249/2021,,Europe,France,Ile de France,0
hCoV-19/France/IDF-CERBAHC-08354717/2021,,Europe,France,Ile de France,1
hCoV-19/France/CVL-CERBAHC-08364555/2021,,Europe,France,Centre-Val de Loire,0
hCoV-19/France/IDF-CERBAHC-08356753/2021,,Europe,France,Ile de France,2
hCoV-19/France/IDF-CERBAHC-08338859/2021,,Europe,France,Ile de France,1
hCoV-19/France/IDF-CERBAHC-08338865/2021,,Europe,France,Ile de France,0
hCoV-19/France/IDF-CERBAHC-08356910/2021,,Europe,France,Ile de France,0
hCoV-19/France/IDF-CERBAHC-08339068/2021,,Europe,France,Ile de France,0
hCoV-19/France/IDF-CERBAHC-08354178/2021,,Europe,France,Ile de France,0
hCoV-19/France/IDF-CERBAHC-08355161/2021,,Europe,France,Ile de France,0
hCoV-19/France/IDF-CERBAHC-08356895/2021,,Europe,France,Ile de France,0
hCoV-19/France/IDF-CERBAHC-08355198/2021,,Europe,France,Ile de France,74
hCoV-19/France/IDF-CERBAHC-08354214/2021,,Europe,France,Ile de France,36
hCoV-19/England/PHEC-YYBYBE57/2021,,Europe,United Kingdom,England,270
hCoV-19/France/HDF-IPP21038/2021,,Europe,France,Hauts de France,0
hCoV-19/France/CVL-IPP21849/2021,,Europe,France,Centre-Val de Loire,0
hCoV-19/France/PAC-CERBAHC-08388920/2021,,Europe,France,Provence-Alpes-Cote-d Azur,0
hCoV-19/France/IDF-CERBAHC-08384698/2021,,Europe,France,Ile de France,0
hCoV-19/France/IDF-CERBAHC-08389350/2021,,Europe,France,Ile de France,0
hCoV-19/France/IDF-CERBAHC-08384692/2021,,Europe,France,Ile de France,0
hCoV-19/France/IDF-CERBAHC-08368382/2021,,Europe,France,Ile de France,0
hCoV-19/France/IDF-CERBAHC-08389166/2021,,Europe,France,Ile de France,8
hCoV-19/France/IDF-CERBAHC-08370032/2021,,Europe,France,Ile de France,5
hCoV-19/France/IDF-CERBAHC-08387827/2021,,Europe,France,Ile de France,3
hCoV-19/France/IDF-CERBAHC-08389039/2021,,Europe,France,Ile de France,52
hCoV-19/France/IDF-CERBAHC-08389461/2021,,Europe,France,Ile de France,0
hCoV-19/France/IDF-CERBAHC-08368474/2021,,Europe,France,Ile de France,28
hCoV-19/France/IDF-CERBAHC-08370070/2021,,Europe,France,Ile de France,0
hCoV-19/France/IDF-CERBAHC-08385666/2021,,Europe,France,Ile de France,0
hCoV-19/France/IDF-CERBAHC-08368465/2021,,Europe,France,Ile de France,17
hCoV-19/France/IDF-CERBAHC-08384838/2021,,Europe,France,Ile de France,4
hCoV-19/France/IDF-CERBAHC-08386913/2021,,Europe,France,Ile de France,1
hCoV-19/France/IDF-CERBAHC-08368404/2021,,Europe,France,Ile de France,0
hCoV-19/France/IDF-CERBAHC-08389548/2021,,Europe,France,Ile de France,0
hCoV-19/France/CVL-CERBAHC-08373457/2021,,Europe,France,Centre-Val de Loire,3
hCoV-19/France/CVL-CERBAHC-08366723/2021,,Europe,France,Centre-Val de Loire,572
hCoV-19/France/PAC-IHU-26427_Nova1/2021,,Europe,France,Provence-Alpes-Côte d'Azur,2
hCoV-19/France/PAC-IHU-26830_Nova1/2021,,Europe,France,Provence-Alpes-Côte d'Azur,93
hCoV-19/France/PAC-IHU-26862_Nova1/2021,,Europe,France,Provence-Alpes-Côte d'Azur,8
hCoV-19/France/PAC-IHU-27016_Nova1/2021,,Europe,France,Provence-Alpes-Côte d'Azur,1
hCoV-19/France/PAC-IHU-27091_Nova1/2021,,Europe,France,Provence-Alpes-Côte d'Azur,0
hCoV-19/France/PAC-IHU-26371_Nova1/2021,,Europe,France,Provence-Alpes-Côte d'Azur,1
hCoV-19/Canada/ON-PHL-21-28338/2021,,North America,Canada,Ontario,291
hCoV-19/Canada/ON-PHL-21-28341/2021,,North America,Canada,Ontario,569
hCoV-19/France/IDF-CERBAHC-08384652/2021,,Europe,France,Ile de France,0
hCoV-19/France/IDF-CERBAHC-08384707/2021,,Europe,France,Ile de France,20
hCoV-19/France/IDF-CERBAHC-08443960/2021,,Europe,France,Ile de France,0
hCoV-19/France/IDF-CERBAHC-08443984/2021,,Europe,France,Ile de France,0
hCoV-19/France/IDF-CERBAHC-08445675/2021,,Europe,France,Ile de France,1171
hCoV-19/France/IDF-CERBAHC-08445729/2021,,Europe,France,Ile de France,0
hCoV-19/France/IDF-CERBAHC-08445756/2021,,Europe,France,Ile de France,0
hCoV-19/France/IDF-CERBAHC-08445781/2021,,Europe,France,Ile de France,34
hCoV-19/France/IDF-CERBAHC-08446454/2021,,Europe,France,Ile de France,0
hCoV-19/Italy/EMR-267622-002-01/2021,,Europe,Italy,Emilia-Romagna,26
hCoV-19/Italy/EMR-267622-024-01/2021,,Europe,Italy,Emilia-Romagna,0
hCoV-19/Italy/EMR-276326-013-01/2021,,Europe,Italy,Emilia-Romagna,26
hCoV-19/Italy/EMR-276350-012-01/2021,,Europe,Italy,Emilia-Romagna,0
hCoV-19/Italy/EMR-283307-022-01/2021,,Europe,Italy,Emilia-Romagna,0
hCoV-19/France/PAC-IHU-28648_Nova1/2021,,Europe,France,Provence Alpes Cote d’Azur,0
